,corp_name,se,thstrm,frmtrm,lwfr
0,메디톡스,주당액면가액(원),500,500,500
1,메디톡스,(연결)당기순이익(백만원),"36,596","93,263","-30,039"
2,메디톡스,(별도)당기순이익(백만원),"36,842","107,460","-28,241"
3,메디톡스,(연결)주당순이익(원),"5,766","16,083","-5,337"
4,메디톡스,현금배당금총액(백만원),-,-,"5,539"
5,메디톡스,주식배당금총액(백만원),-,151,142
6,메디톡스,(연결)현금배당성향(%),-,-,-18.44
7,메디톡스,현금배당수익률(%),0.88,-,0.48
8,메디톡스,현금배당수익률(%),-,-,-
9,메디톡스,주식배당수익률(%),-,1.52,2.36
10,메디톡스,주식배당수익률(%),-,-,-
11,메디톡스,주당 현금배당금(원),-,-,"1,000"
12,메디톡스,주당 현금배당금(원),-,-,-
13,메디톡스,주당 주식배당(주),-,0,0
14,메디톡스,주당 주식배당(주),-,0,0
