,corp_name,se,thstrm,frmtrm,lwfr
0,삼성생명,주당액면가액(원),500,500,500
1,삼성생명,(연결)당기순이익(백만원),"1,583,348","1,469,436","1,265,766"
2,삼성생명,(별도)당기순이익(백만원),"616,696","851,865","928,784"
3,삼성생명,(연결)주당순이익(원),"8,817","8,183","7,049"
4,삼성생명,현금배당금총액(백만원),"538,724","538,724","448,937"
5,삼성생명,주식배당금총액(백만원),-,-,-
6,삼성생명,(연결)현금배당성향(%),34.00,36.70,35.50
7,삼성생명,현금배당수익률(%),4.10,4.40,3.10
8,삼성생명,현금배당수익률(%),-,-,-
9,삼성생명,주식배당수익률(%),-,-,-
10,삼성생명,주식배당수익률(%),-,-,-
11,삼성생명,주당 현금배당금(원),"3,000","3,000","2,500"
12,삼성생명,주당 현금배당금(원),-,-,-
13,삼성생명,주당 주식배당(주),-,-,-
14,삼성생명,주당 주식배당(주),-,-,-
