,tag,제 80 기,제 79 기,제 78 기
0,자산,,,
1,유동자산,337548132713,349477508082,263486687515
2,현금및현금성자산,45171124516,52178563184,33735065850
4,유동파생상품자산,1528643803,1816017836,2425395
6,당기법인세자산,1015760597,61752019,93332023
7,재고자산,145205524021,142126367616,98734109677
8,기타유동자산,20847837655,17195801299,2095992948
9,매각예정자산,0,7319744087,9651439104
10,비유동자산,662734385693,643666609349,619072640192
13,유형자산,296508119262,295866910803,298161404966
15,사용권자산,8670907909,8701531503,8539806518
16,영업권 이외의 무형자산,3085971815,3194331921,3110207909
18,퇴직급여운용자산/퇴직연금운용자산,1030153528,27893576,0
19,기타비유동자산,346918980,467363977,243267604
20,이연법인세자산,1313455256,201221209,51285720
21,자산총계,1000282518406,993144117431,882559327707
22,부채,,,
23,유동부채,272195151884,306523414927,238880922357
25,당기법인세부채,5282746423,6754295451,4050959848
27,유동파생상품부채,2205034658,231469461,3385287419
28,기타유동부채,7184431963,9186184835,4809693603
29,유동리스부채,1681072711,1784804017,1632971508
30,매각예정으로 분류된 처분자산집단에 포함된 부채,0,0,340178432
31,비유동부채,108891571172,113115212750,127010681224
33,퇴직급여부채,0,0,185568316
34,이연법인세부채,67119122091,87411362329,78345888001
36,기타비유동부채,447589618,443366978,899262549
37,비유동리스부채,2403546008,2185149825,2506170544
38,부채총계,381086723056,419638627677,365891603581
48,자본과부채총계,1000282518406,993144117431,882559327707
