,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,DB손해보험,주당액면가액(원),500,500,500,
1,DB손해보험,(연결)당기순이익(백만원),"558,841","375,996","531,029",
2,DB손해보험,(별도)당기순이익(백만원),"502,204","372,691","514,792",
3,DB손해보험,(연결)주당순이익(원),"9,171","5,940","8,389",
4,DB손해보험,현금배당금총액(백만원),"132,096","94,947","126,597",
5,DB손해보험,주식배당금총액(백만원),-,-,-,
6,DB손해보험,(연결)현금배당성향(%),23.60,25.30,23.80,
7,DB손해보험,현금배당수익률(%),4.90,2.70,2.70,보통주
8,DB손해보험,현금배당수익률(%),-,-,-,우선주
9,DB손해보험,주식배당수익률(%),-,-,-,보통주
10,DB손해보험,주식배당수익률(%),-,-,-,우선주
11,DB손해보험,주당 현금배당금(원),"2,200","1,500","2,000",보통주
12,DB손해보험,주당 현금배당금(원),-,-,-,우선주
13,DB손해보험,주당 주식배당(주),-,-,-,보통주
14,DB손해보험,주당 주식배당(주),-,-,-,우선주
