,corp_name,se,thstrm,frmtrm,lwfr
0,삼일제약,주당액면가액(원),"1,000","1,000","1,000"
1,삼일제약,(연결)당기순이익(백만원),"1,340",786,"-8,563"
2,삼일제약,(별도)당기순이익(백만원),"1,535",864,"-8,552"
3,삼일제약,(연결)주당순이익(원),219,129,"-1,621"
4,삼일제약,현금배당금총액(백만원),938,919,610
5,삼일제약,주식배당금총액(백만원),-,-,-
6,삼일제약,(연결)현금배당성향(%),61.10,116.90,-7.10
7,삼일제약,현금배당수익률(%),0.70,0.70,0.50
8,삼일제약,현금배당수익률(%),-,-,-
9,삼일제약,주식배당수익률(%),-,-,-
10,삼일제약,주식배당수익률(%),-,-,-
11,삼일제약,주당 현금배당금(원),150,150,100
12,삼일제약,주당 현금배당금(원),-,-,-
13,삼일제약,주당 주식배당(주),-,-,-
14,삼일제약,주당 주식배당(주),-,-,-
