,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한미약품,주당액면가액(원),"2,500","2,500","2,500",
1,한미약품,(연결)당기순이익(백만원),"11,959","52,110","24,891",
2,한미약품,(별도)당기순이익(백만원),"3,019","24,257","12,762",
3,한미약품,(연결)주당순이익(원),997,"4,339","2,158",
4,한미약품,현금배당금총액(백만원),"5,881","5,771","5,662",
5,한미약품,주식배당금총액(백만원),-,-,-,
6,한미약품,(연결)현금배당성향(%),49.20,11.10,22.70,
7,한미약품,현금배당수익률(%),0.20,0.20,0.10,보통주
8,한미약품,현금배당수익률(%),-,-,-,
9,한미약품,주식배당수익률(%),-,-,-,보통주
10,한미약품,주식배당수익률(%),-,-,-,
11,한미약품,주당 현금배당금(원),500,500,500,보통주
12,한미약품,주당 현금배당금(원),-,-,-,
13,한미약품,주당 주식배당(주),-,-,-,보통주
14,한미약품,주당 주식배당(주),-,-,-,
