,tag,제 40 기,제 39 기,제 38 기
0,자산,,,
1,Ⅰ.유동자산,92816477835,87126905864,69980313819
2,(1)현금및현금성자산,37036904349,34285515737,35811431872
3,(2)기타유동금융자산,24567621074,23880836311,3700447493
5,(4)기타유동자산,2096166068,2076673729,2976021856
6,(5)재고자산,12776185350,7915758168,11273625408
7,Ⅱ.매각예정비유동자산,10224412893,,
8,Ⅲ.비유동자산,62843799641,69585799278,81842805525
9,(1)기타비유동금융자산,1155981878,1678400822,2425481667
10,(2)관계기업에 대한 투자자산,20737157295,21245412506,24010868429
12,(4)유형자산,29364575838,26207862736,39291851129
13,(5)사용권자산,148651045,,
14,(6)무형자산,4612560554,3971439177,3536187549
15,(7)이연법인세자산,2057881510,2195201905,1644405821
17,(9)기타비유동자산,,,
18,자산총계,165884690369,156712705142,151823119344
19,부채,,,
20,Ⅰ.유동부채,43849787048,45133574155,36256154883
24,(4)당기법인세부채,343688218,1304407766,810657437
25,(5)기타유동금융부채 및 유동성장기부채,87226311,46500000,46500000
26,(6)기타유동부채,13337480137,4059259693,1607820398
27,Ⅱ.매각예정비유동부채,6000000000,,
28,Ⅲ.비유동부채,6247696909,6180270523,16818615426
30,(2)확정급여부채,5797811650,5947611218,5728616047
31,(3)기타비유동금융부채,241480734,33556000,48556000
32,(4)이연법인세부채,208404525,199103305,239443379
33,부채총계,56097483957,51313844678,53074770309
43,자본과부채총계,165884690369,156712705142,151823119344
