,tag,제 23 기,제 22 기,제 21 기
0,자산,,,
1,유동자산,54966041484,55271846832,57317003731
2,"현금및현금성자산 (주6,21)",5786916818,49234522421,26363208138
3,"기타금융자산 (주8,21)",22343025637,3485375524,9299289492
5,재고자산 (주10),1095752978,1015757491,1001545430
6,파생금융상품자산,,,305640000
7,당기법인세자산,87913930,92437480,80743371
8,사용권자산 (주11),,218431706,
9,기타유동자산 (주12),494310007,678055835,1049414138
10,비유동자산,21421726112,17121575530,12941501545
12,유형자산 (주14),12687236719,15548040620,11545193807
13,무형자산 (주15),1227505334,1441330070,1102959104
14,"기타비유동금융자산 (주16,21)",491936136,132204840,293348634
15,사용권자산 (주11),136499368,,
16,자산총계,76387767596,72393422362,70258505276
17,부채,,,
18,유동부채,15543810427,14416461138,15722444522
21,"유동성장기부채 (주18,21)",375480000,375480000,396360000
22,"파생금융상품부채 (주24,21)",,978780000,1830150000
24,"유동리스부채 (주11,21)",34922040,215604358,
25,"기타유동부채 (주19,22)",4791528933,7631781704,2187750564
26,법인세부채,2011271360,0,935868708
27,비유동부채,3602847354,3610697693,2866824259
29,순확정급여부채 (주25),1025606333,807263527,282703451
30,"기타비유동금융부채 (주20,21)",992775640,1207866358,899590808
31,"비유동리스부채 (주11,21)",51932597,7800099,
32,기타비유동부채,7752000,8249325,
33,이연법인세부채,265338384,265338384,
34,부채총계,19146657781,18027158831,18589268781
43,자본과부채총계,76387767596,72393422362,70258505276
